predictions,gts,ids
grip,grip,"""training_data/easy/boards/boards739/step_5.png"""
up,right,"""training_data/easy/boards/boards738/step_0.png"""
up,up,"""training_data/easy/boards/boards738/step_1.png"""
up,right,"""training_data/easy/boards/boards738/step_2.png"""
up,up,"""training_data/easy/boards/boards738/step_3.png"""
up,up,"""training_data/easy/boards/boards738/step_4.png"""
up,up,"""training_data/easy/boards/boards738/step_5.png"""
up,up,"""training_data/easy/boards/boards738/step_6.png"""
right,right,"""training_data/easy/boards/boards738/step_7.png"""
right,up,"""training_data/easy/boards/boards738/step_8.png"""
right,right,"""training_data/easy/boards/boards738/step_9.png"""
right,right,"""training_data/easy/boards/boards738/step_10.png"""
up,up,"""training_data/easy/boards/boards738/step_11.png"""
grip,grip,"""training_data/easy/boards/boards738/step_12.png"""
left,left,"""training_data/easy/boards/boards2747/step_0.png"""
left,left,"""training_data/easy/boards/boards2747/step_1.png"""
up,up,"""training_data/easy/boards/boards2747/step_2.png"""
up,up,"""training_data/easy/boards/boards2747/step_3.png"""
left,left,"""training_data/easy/boards/boards2747/step_4.png"""
left,left,"""training_data/easy/boards/boards2747/step_5.png"""
up,left,"""training_data/easy/boards/boards2747/step_6.png"""
up,up,"""training_data/easy/boards/boards2747/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2747/step_8.png"""
up,left,"""training_data/easy/boards/boards1236/step_0.png"""
up,up,"""training_data/easy/boards/boards1236/step_1.png"""
up,left,"""training_data/easy/boards/boards1236/step_2.png"""
up,up,"""training_data/easy/boards/boards1236/step_3.png"""
up,up,"""training_data/easy/boards/boards1236/step_4.png"""
up,left,"""training_data/easy/boards/boards1236/step_5.png"""
up,up,"""training_data/easy/boards/boards1236/step_6.png"""
up,up,"""training_data/easy/boards/boards1236/step_7.png"""
up,up,"""training_data/easy/boards/boards1236/step_8.png"""
left,left,"""training_data/easy/boards/boards1236/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1236/step_10.png"""
down,down,"""training_data/easy/boards/boards1100/step_0.png"""
down,down,"""training_data/easy/boards/boards1100/step_1.png"""
down,down,"""training_data/easy/boards/boards1100/step_2.png"""
down,down,"""training_data/easy/boards/boards1100/step_3.png"""
down,left,"""training_data/easy/boards/boards1100/step_4.png"""
down,down,"""training_data/easy/boards/boards1100/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1100/step_6.png"""
up,up,"""training_data/easy/boards/boards798/step_0.png"""
up,up,"""training_data/easy/boards/boards798/step_1.png"""
up,up,"""training_data/easy/boards/boards798/step_2.png"""
up,up,"""training_data/easy/boards/boards798/step_3.png"""
right,right,"""training_data/easy/boards/boards798/step_4.png"""
right,right,"""training_data/easy/boards/boards798/step_5.png"""
up,up,"""training_data/easy/boards/boards798/step_6.png"""
grip,grip,"""training_data/easy/boards/boards798/step_7.png"""
left,left,"""training_data/easy/boards/boards3226/step_0.png"""
left,up,"""training_data/easy/boards/boards3226/step_1.png"""
left,left,"""training_data/easy/boards/boards3226/step_2.png"""
left,left,"""training_data/easy/boards/boards3226/step_3.png"""
left,left,"""training_data/easy/boards/boards3226/step_4.png"""
left,left,"""training_data/easy/boards/boards3226/step_5.png"""
left,left,"""training_data/easy/boards/boards3226/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3226/step_7.png"""
up,left,"""training_data/easy/boards/boards2727/step_0.png"""
up,up,"""training_data/easy/boards/boards2727/step_1.png"""
up,left,"""training_data/easy/boards/boards2727/step_2.png"""
up,up,"""training_data/easy/boards/boards2727/step_3.png"""
up,up,"""training_data/easy/boards/boards2727/step_4.png"""
up,left,"""training_data/easy/boards/boards2727/step_5.png"""
up,up,"""training_data/easy/boards/boards2727/step_6.png"""
up,up,"""training_data/easy/boards/boards2727/step_7.png"""
up,up,"""training_data/easy/boards/boards2727/step_8.png"""
up,up,"""training_data/easy/boards/boards2727/step_9.png"""
left,left,"""training_data/easy/boards/boards2727/step_10.png"""
grip,grip,"""training_data/easy/boards/boards2727/step_11.png"""
right,right,"""training_data/easy/boards/boards1063/step_0.png"""
right,right,"""training_data/easy/boards/boards1063/step_1.png"""
right,up,"""training_data/easy/boards/boards1063/step_2.png"""
right,right,"""training_data/easy/boards/boards1063/step_3.png"""
right,right,"""training_data/easy/boards/boards1063/step_4.png"""
right,right,"""training_data/easy/boards/boards1063/step_5.png"""
right,right,"""training_data/easy/boards/boards1063/step_6.png"""
right,right,"""training_data/easy/boards/boards1063/step_7.png"""
up,up,"""training_data/easy/boards/boards1063/step_8.png"""
grip,grip,"""training_data/easy/boards/boards1063/step_9.png"""
left,up,"""training_data/easy/boards/boards534/step_0.png"""
left,up,"""training_data/easy/boards/boards534/step_1.png"""
left,left,"""training_data/easy/boards/boards534/step_2.png"""
left,left,"""training_data/easy/boards/boards534/step_3.png"""
left,left,"""training_data/easy/boards/boards534/step_4.png"""
left,left,"""training_data/easy/boards/boards534/step_5.png"""
left,left,"""training_data/easy/boards/boards534/step_6.png"""
left,left,"""training_data/easy/boards/boards534/step_7.png"""
grip,grip,"""training_data/easy/boards/boards534/step_8.png"""
left,left,"""training_data/easy/boards/boards1213/step_0.png"""
left,left,"""training_data/easy/boards/boards1213/step_1.png"""
left,left,"""training_data/easy/boards/boards1213/step_2.png"""
up left,left,"""training_data/easy/boards/boards1213/step_3.png"""
up left,up,"""training_data/easy/boards/boards1213/step_4.png"""
up,up,"""training_data/easy/boards/boards1213/step_5.png"""
up,left,"""training_data/easy/boards/boards1213/step_6.png"""
up,left,"""training_data/easy/boards/boards1213/step_7.png"""
up,left,"""training_data/easy/boards/boards1213/step_8.png"""
up,up,"""training_data/easy/boards/boards1213/step_9.png"""
up,up,"""training_data/easy/boards/boards1213/step_10.png"""
up,up,"""training_data/easy/boards/boards1213/step_11.png"""
up,up,"""training_data/easy/boards/boards1213/step_12.png"""
grip,grip,"""training_data/easy/boards/boards1213/step_13.png"""
right,right,"""training_data/easy/boards/boards3177/step_0.png"""
right,right,"""training_data/easy/boards/boards3177/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3177/step_2.png"""
right,right,"""training_data/easy/boards/boards3177/step_3.png"""
right,right,"""training_data/easy/boards/boards3177/step_4.png"""
right,right,"""training_data/easy/boards/boards3177/step_5.png"""
grip,grip,"""training_data/easy/boards/boards3177/step_6.png"""
up,up,"""training_data/easy/boards/boards1605/step_0.png"""
up,up,"""training_data/easy/boards/boards1605/step_1.png"""
up,up,"""training_data/easy/boards/boards1605/step_2.png"""
up,up,"""training_data/easy/boards/boards1605/step_3.png"""
up,up,"""training_data/easy/boards/boards1605/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1605/step_5.png"""
right,right,"""training_data/easy/boards/boards1515/step_0.png"""
right,up,"""training_data/easy/boards/boards1515/step_1.png"""
right,right,"""training_data/easy/boards/boards1515/step_2.png"""
right,up,"""training_data/easy/boards/boards1515/step_3.png"""
right,right,"""training_data/easy/boards/boards1515/step_4.png"""
right,up,"""training_data/easy/boards/boards1515/step_5.png"""
right,up,"""training_data/easy/boards/boards1515/step_6.png"""
right,right,"""training_data/easy/boards/boards1515/step_7.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards1515/step_8.png"""
right,right,"""training_data/easy/boards/boards1515/step_9.png"""
right,right,"""training_data/easy/boards/boards1515/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1515/step_11.png"""
up,up,"""training_data/easy/boards/boards117/step_0.png"""
up,up,"""training_data/easy/boards/boards117/step_1.png"""
grip,grip,"""training_data/easy/boards/boards117/step_2.png"""
down,down,"""training_data/easy/boards/boards3036/step_0.png"""
down,down,"""training_data/easy/boards/boards3036/step_1.png"""
grip,grip,"""training_data/easy/boards/boards3036/step_2.png"""
up,up,"""training_data/easy/boards/boards779/step_0.png"""
up,right,"""training_data/easy/boards/boards779/step_1.png"""
up,up,"""training_data/easy/boards/boards779/step_2.png"""
grip,grip,"""training_data/easy/boards/boards779/step_3.png"""
right,right,"""training_data/easy/boards/boards358/step_0.png"""
right,right,"""training_data/easy/boards/boards358/step_1.png"""
right,right,"""training_data/easy/boards/boards358/step_2.png"""
right up right,right,"""training_data/easy/boards/boards358/step_3.png"""
right,right,"""training_data/easy/boards/boards358/step_4.png"""
right,right,"""training_data/easy/boards/boards358/step_5.png"""
right,right,"""training_data/easy/boards/boards358/step_6.png"""
up,up,"""training_data/easy/boards/boards358/step_7.png"""
grip,grip,"""training_data/easy/boards/boards358/step_8.png"""
left,left,"""training_data/easy/boards/boards3219/step_0.png"""
left,left,"""training_data/easy/boards/boards3219/step_1.png"""
up,left,"""training_data/easy/boards/boards3219/step_2.png"""
up,up,"""training_data/easy/boards/boards3219/step_3.png"""
grip,grip,"""training_data/easy/boards/boards3219/step_4.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3451/step_0.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,down,"""training_data/easy/boards/boards3451/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3451/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3451/step_3.png"""
right right down right,right,"""training_data/easy/boards/boards3451/step_4.png"""
right down right,right,"""training_data/easy/boards/boards3451/step_5.png"""
right down right,down,"""training_data/easy/boards/boards3451/step_6.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3451/step_7.png"""
right down down right right down down right right down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down,right,"""training_data/easy/boards/boards3451/step_8.png"""
down,down,"""training_data/easy/boards/boards3451/step_9.png"""
grip,grip,"""training_data/easy/boards/boards3451/step_10.png"""
